id, Positive Score, Negative Score, Net Score
33476,0,0,0
33477,0,2,-2
33478,2,0,2
33479,1,0,1
33480,1,1,-1
33481,1,0,1
33482,1,0,1
33483,1,0,1
33484,1,0,1
33485,0,0,0
33486,0,2,-2
33487,0,1,-1
33488,2,1,2
33489,2,0,2
33490,1,0,1
33491,0,0,0
33492,0,0,0
33493,1,0,1
33494,0,0,0
33495,2,1,2
33496,0,0,0
33497,1,0,1
33498,0,2,-2
33499,2,0,2
33500,1,3,-3
33501,0,1,-1
33502,1,0,1
33503,0,0,0
33504,1,0,1
33505,1,0,1
33506,2,0,2
33507,2,1,2
33508,2,0,2
33509,1,0,1
33510,0,0,0
33511,1,1,-1
33512,0,0,0
33513,0,0,0
33514,1,0,1
33515,1,0,1
33516,2,0,2
33517,1,0,1
33518,0,0,0
33519,3,0,3
33520,0,2,-2
33521,0,0,0
33522,1,0,1
33523,2,0,2
33524,0,1,-1
33525,3,0,3
33526,0,0,0
33527,1,0,1
33528,1,1,-1
33529,2,0,2
33530,1,0,1
33531,0,0,0
33532,0,0,0
33533,1,0,1
33534,3,1,3
33535,1,0,1
33536,1,1,-1
33537,1,0,1
33538,0,0,0
33539,1,0,1
33540,1,0,1
33541,0,1,-1
33542,0,0,0
33543,0,0,0
33544,0,0,0
33545,0,3,-3
33546,2,0,2
33547,1,0,1
33548,1,0,1
33549,0,0,0
33550,1,0,1
33551,0,2,-2
33552,1,1,-1
33553,0,0,0
33554,6,0,6
33555,2,0,2
33556,0,0,0
33557,1,1,-1
33558,0,0,0
33559,2,0,2
33560,0,0,0
33561,0,0,0
33562,0,0,0
33563,1,0,1
33564,1,1,-1
33565,0,0,0
33566,2,0,2
33567,0,0,0
33568,0,0,0
33569,0,0,0
33570,1,0,1
33571,1,0,1
33572,5,0,5
33573,0,1,-1
33574,0,0,0
33575,1,0,1
33576,1,2,-2
33577,0,0,0
33578,0,0,0
33579,0,0,0
33580,0,0,0
33581,0,0,0
33582,1,0,1
33583,0,0,0
33584,1,1,-1
33585,0,0,0
33586,0,0,0
33587,0,0,0
33588,0,1,-1
33589,2,0,2
33590,0,0,0
33591,1,0,1
33592,2,3,-3
33593,2,0,2
33594,0,1,-1
33595,0,0,0
33596,1,0,1
33597,2,0,2
33598,0,3,-3
33599,1,0,1
33600,1,2,-2
33601,1,0,1
33602,0,2,-2
33603,1,0,1
33604,2,0,2
33605,1,0,1
33606,0,1,-1
33607,0,0,0
33608,1,4,-4
33609,2,0,2
33610,1,0,1
33611,1,0,1
33612,0,0,0
33613,1,0,1
33614,0,1,-1
33615,3,0,3
33616,1,0,1
33617,0,0,0
33618,2,0,2
33619,0,0,0
33620,0,1,-1
33621,0,0,0
33622,0,3,-3
33623,0,2,-2
33624,0,1,-1
33625,1,0,1
33626,0,0,0
33627,1,0,1
33628,0,0,0
33629,1,0,1
33630,1,0,1
33631,1,0,1
33632,1,1,-1
33633,1,0,1
33634,0,0,0
33635,1,0,1
33636,3,0,3
33637,1,0,1
33638,1,0,1
33639,1,0,1
33640,0,0,0
33641,0,0,0
33642,0,0,0
33643,0,0,0
33644,0,2,-2
33645,0,1,-1
33646,2,0,2
33647,0,0,0
33648,2,0,2
33649,1,0,1
33650,5,0,5
33651,2,1,2
33652,1,1,-1
33653,0,0,0
33654,2,3,-3
33655,0,0,0
33656,1,1,-1
33657,3,1,3
33658,0,3,-3
33659,4,0,4
33660,2,0,2
33661,0,0,0
33662,2,0,2
33663,3,0,3
33664,1,0,1
33665,2,0,2
33666,1,0,1
33667,0,0,0
33668,4,0,4
33669,0,0,0
33670,0,0,0
33671,0,0,0
33672,0,0,0
33673,1,0,1
33674,1,0,1
33675,0,0,0
33676,0,0,0
33677,1,0,1
33678,0,3,-3
33679,2,0,2
33680,2,0,2
33681,2,3,-3
33682,1,0,1
33683,5,0,5
33684,2,0,2
33685,1,0,1
33686,0,0,0
33687,3,0,3
33688,2,0,2
33689,1,1,-1
33690,1,0,1
33691,0,3,-3
33692,0,0,0
33693,1,0,1
33694,1,0,1
33695,0,0,0
33696,2,0,2
33697,0,0,0
33698,0,0,0
33699,1,0,1
33700,0,0,0
33701,0,0,0
33702,0,1,-1
33703,2,0,2
33704,0,0,0
33705,3,0,3
33706,0,0,0
33707,1,2,-2
33708,2,1,2
33709,1,0,1
33710,1,0,1
33711,0,0,0
33712,0,0,0
33713,0,0,0
33714,0,0,0
33715,2,0,2
33716,2,0,2
33717,0,0,0
33718,1,0,1
33719,0,0,0
33720,1,0,1
33721,0,1,-1
33722,0,0,0
33723,0,1,-1
33724,0,0,0
33725,3,0,3
33726,0,0,0
33727,0,0,0
33728,1,0,1
33729,0,2,-2
33730,0,1,-1
33731,1,1,-1
33732,0,0,0
33733,1,2,-2
33734,0,0,0
33735,0,3,-3
33736,1,0,1
33737,0,0,0
33738,0,0,0
33739,0,0,0
33740,3,0,3
33741,2,1,2
33742,1,0,1
33743,0,1,-1
33744,0,0,0
33745,1,0,1
33746,5,0,5
33747,0,0,0
33748,0,0,0
33749,2,0,2
33750,0,1,-1
33751,1,1,-1
33752,0,0,0
33753,0,0,0
33754,0,0,0
33755,2,0,2
33756,2,2,-2
33757,1,0,1
33758,1,1,-1
33759,0,1,-1
33760,1,0,1
33761,2,0,2
33762,1,1,-1
33763,2,0,2
33764,0,0,0
33765,2,0,2
33766,0,0,0
33767,0,1,-1
33768,1,0,1
33769,3,0,3
33770,0,0,0
33771,0,4,-4
33772,1,0,1
33773,0,0,0
33774,0,0,0
33775,0,0,0
33776,1,1,-1
33777,0,0,0
33778,1,0,1
33779,1,0,1
33780,0,0,0
33781,3,0,3
33782,2,0,2
33783,0,0,0
33784,0,1,-1
33785,2,0,2
33786,0,1,-1
33787,0,1,-1
33788,0,2,-2
33789,1,1,-1
33790,0,0,0
33791,7,0,7
33792,2,0,2
33793,0,1,-1
33794,1,0,1
33795,1,0,1
33796,0,3,-3
33797,1,0,1
33798,0,0,0
33799,2,1,2
33800,0,0,0
33801,0,0,0
33802,0,0,0
33803,1,1,-1
33804,0,0,0
33805,0,0,0
33806,1,0,1
33807,1,0,1
33808,1,0,1
33809,3,0,3
33810,0,0,0
33811,3,0,3
33812,0,0,0
33813,1,1,-1
33814,3,0,3
33815,1,0,1
33816,1,1,-1
33817,0,0,0
33818,0,0,0
33819,0,2,-2
33820,0,0,0
33821,1,1,-1
33822,2,0,2
33823,1,0,1
33824,0,0,0
33825,1,1,-1
33826,0,0,0
33827,0,0,0
33828,0,0,0
33829,0,0,0
33830,0,0,0
33831,0,1,-1
33832,0,0,0
33833,1,0,1
33834,3,0,3
33835,1,0,1
33836,3,0,3
33837,0,0,0
33838,2,1,2
33839,1,0,1
33840,0,0,0
33841,1,0,1
33842,0,0,0
33843,0,1,-1
33844,1,0,1
33845,0,0,0
33846,0,0,0
33847,0,0,0
33848,0,0,0
33849,1,0,1
33850,3,1,3
33851,0,0,0
33852,0,1,-1
33853,2,0,2
33854,0,0,0
33855,0,0,0
33856,1,0,1
33857,3,0,3
33858,0,0,0
33859,3,0,3
33860,0,0,0
33861,1,0,1
33862,1,0,1
33863,3,0,3
33864,0,1,-1
33865,0,2,-2
33866,0,0,0
33867,0,0,0
33868,0,0,0
33869,0,0,0
33870,0,0,0
33871,5,0,5
33872,3,0,3
33873,2,1,2
33874,0,1,-1
33875,0,2,-2
33876,0,1,-1
33877,0,0,0
33878,0,0,0
33879,3,0,3
33880,3,0,3
33881,1,1,-1
33882,0,0,0
33883,0,0,0
33884,2,0,2
33885,1,0,1
33886,1,0,1
33887,0,0,0
33888,0,0,0
33889,1,0,1
33890,0,0,0
33891,0,2,-2
33892,0,0,0
33893,1,0,1
33894,0,0,0
33895,1,0,1
33896,2,2,-2
33897,0,0,0
33898,1,1,-1
33899,3,0,3
33900,0,0,0
33901,1,0,1
33902,1,0,1
33903,1,0,1
33904,0,1,-1
33905,2,0,2
33906,1,0,1
33907,1,0,1
33908,1,0,1
33909,3,0,3
33910,0,0,0
33911,1,1,-1
33912,3,0,3
33913,3,1,3
33914,0,0,0
33915,1,0,1
33916,0,0,0
33917,1,0,1
33918,1,0,1
33919,1,4,-4
33920,1,0,1
33921,1,2,-2
33922,0,0,0
33923,0,1,-1
33924,1,0,1
33925,0,0,0
33926,0,3,-3
33927,0,1,-1
33928,0,2,-2
33929,1,0,1
33930,0,0,0
33931,2,0,2
33932,3,0,3
33933,1,0,1
33934,0,0,0
33935,1,0,1
33936,1,1,-1
33937,1,0,1
33938,1,0,1
33939,0,0,0
33940,2,0,2
33941,0,1,-1
33942,0,0,0
33943,0,0,0
33944,1,0,1
33945,1,0,1
33946,1,0,1
33947,0,0,0
33948,1,0,1
33949,1,0,1
33950,2,0,2
33951,0,2,-2
33952,3,1,3
33953,1,0,1
33954,1,0,1
33955,1,0,1
33956,2,0,2
33957,2,0,2
33958,0,0,0
33959,2,2,-2
33960,1,0,1
33961,0,3,-3
33962,0,0,0
33963,1,0,1
33964,1,1,-1
33965,0,1,-1
33966,1,0,1
33967,1,0,1
33968,0,0,0
33969,1,1,-1
33970,0,0,0
33971,1,0,1
33972,0,0,0
33973,1,1,-1
33974,1,0,1
33975,1,0,1
33976,0,1,-1
33977,2,0,2
33978,1,3,-3
33979,1,1,-1
33980,1,0,1
33981,1,0,1
33982,1,0,1
33983,0,0,0
33984,1,0,1
33985,0,1,-1
33986,4,0,4
33987,0,0,0
33988,2,0,2
33989,0,1,-1
33990,1,1,-1
33991,2,0,2
33992,1,1,-1
33993,2,0,2
33994,1,0,1
33995,0,0,0
33996,1,0,1
33997,1,3,-3
33998,0,3,-3
33999,1,0,1
34000,1,0,1
34001,1,1,-1
34002,0,0,0
34003,1,0,1
34004,0,0,0
34005,0,0,0
34006,0,0,0
34007,0,1,-1
34008,0,0,0
34009,0,2,-2
34010,0,1,-1
34011,1,2,-2
34012,2,0,2
34013,1,0,1
34014,2,0,2
34015,0,0,0
34016,0,1,-1
34017,0,0,0
34018,0,0,0
34019,1,0,1
34020,1,0,1
34021,1,0,1
34022,0,0,0
34023,0,0,0
34024,0,0,0
34025,0,1,-1
34026,1,0,1
34027,2,0,2
34028,0,1,-1
34029,0,1,-1
34030,0,0,0
34031,0,2,-2
34032,0,0,0
34033,0,0,0
34034,1,0,1
34035,1,0,1
34036,1,0,1
34037,0,0,0
34038,0,0,0
34039,0,0,0
34040,0,1,-1
34041,0,0,0
34042,0,0,0
34043,1,0,1
34044,0,2,-2
34045,1,0,1
34046,0,2,-2
34047,0,0,0
34048,0,0,0
34049,0,0,0
34050,1,0,1
34051,0,0,0
34052,0,1,-1
34053,0,3,-3
34054,1,0,1
34055,0,1,-1
34056,0,1,-1
34057,1,2,-2
34058,0,0,0
34059,0,0,0
34060,0,0,0
34061,1,7,-7
34062,0,1,-1
34063,1,0,1
34064,1,0,1
34065,2,0,2
34066,0,1,-1
34067,2,0,2
34068,0,0,0
34069,2,1,2
34070,1,1,-1
34071,0,1,-1
34072,2,0,2
34073,1,0,1
34074,0,0,0
34075,1,0,1
34076,3,0,3
34077,1,1,-1
34078,1,2,-2
34079,1,0,1
34080,1,0,1
34081,0,0,0
34082,0,0,0
34083,1,0,1
34084,0,0,0
34085,1,0,1
34086,0,3,-3
34087,4,0,4
34088,0,1,-1
34089,2,2,-2
34090,0,0,0
34091,0,0,0
34092,1,0,1
34093,1,0,1
34094,0,1,-1
34095,0,1,-1
34096,2,0,2
34097,0,2,-2
34098,0,1,-1
34099,1,0,1
34100,0,0,0
34101,1,2,-2
34102,1,0,1
34103,3,1,3
34104,0,1,-1
34105,0,0,0
34106,0,0,0
34107,2,0,2
34108,2,1,2
34109,1,1,-1
34110,0,0,0
34111,1,2,-2
34112,2,0,2
34113,0,0,0
34114,1,1,-1
34115,0,0,0
34116,2,1,2
34117,0,0,0
34118,1,0,1
34119,0,1,-1
34120,1,0,1
34121,2,0,2
34122,0,4,-4
34123,0,0,0
34124,2,0,2
34125,0,1,-1
34126,0,1,-1
34127,1,2,-2
34128,0,0,0
34129,0,0,0
34130,0,0,0
34131,5,0,5
34132,2,0,2
34133,0,0,0
34134,2,0,2
34135,0,1,-1
34136,2,0,2
34137,0,0,0
34138,0,0,0
34139,0,0,0
34140,0,1,-1
34141,3,2,3
34142,0,0,0
34143,2,1,2
34144,0,0,0
34145,1,0,1
34146,2,0,2
34147,0,2,-2
34148,0,0,0
34149,0,0,0
34150,0,0,0
34151,0,0,0
34152,1,0,1
34153,0,0,0
34154,0,0,0
34155,2,0,2
34156,0,0,0
34157,1,0,1
34158,3,0,3
34159,0,0,0
34160,0,0,0
34161,0,3,-3
34162,4,0,4
34163,0,1,-1
34164,1,0,1
34165,1,0,1
34166,1,0,1
34167,0,1,-1
34168,1,1,-1
34169,1,0,1
34170,2,0,2
34171,1,0,1
34172,0,0,0
34173,0,1,-1
34174,0,0,0
34175,1,0,1
34176,1,0,1
34177,0,1,-1
34178,1,2,-2
34179,0,0,0
34180,3,0,3
34181,0,0,0
34182,3,0,3
34183,1,0,1
34184,0,0,0
34185,0,0,0
34186,0,0,0
34187,4,0,4
34188,1,2,-2
34189,0,1,-1
34190,0,1,-1
34191,0,1,-1
34192,2,0,2
34193,0,0,0
34194,0,0,0
34195,1,0,1
34196,0,1,-1
34197,2,3,-3
34198,0,0,0
34199,0,1,-1
34200,1,0,1
34201,0,0,0
34202,1,0,1
34203,1,0,1
34204,1,2,-2
34205,1,0,1
34206,1,2,-2
34207,0,0,0
34208,1,0,1
34209,0,0,0
34210,0,1,-1
34211,1,0,1
34212,0,0,0
34213,0,0,0
34214,0,0,0
34215,1,0,1
34216,1,0,1
34217,0,1,-1
34218,0,0,0
34219,1,0,1
34220,2,1,2
34221,0,1,-1
34222,0,0,0
34223,0,1,-1
34224,0,0,0
34225,1,0,1
34226,0,1,-1
34227,2,0,2
34228,0,1,-1
34229,1,2,-2
34230,2,0,2
34231,2,0,2
34232,1,0,1
34233,1,0,1
34234,1,0,1
34235,0,0,0
34236,4,0,4
34237,0,0,0
34238,0,0,0
34239,0,2,-2
34240,1,0,1
34241,0,0,0
34242,2,0,2
34243,0,2,-2
34244,2,0,2
34245,1,0,1
34246,0,1,-1
34247,0,0,0
34248,2,0,2
34249,0,1,-1
34250,1,0,1
34251,0,1,-1
34252,3,0,3
34253,0,0,0
34254,2,0,2
34255,1,0,1
34256,0,0,0
34257,0,2,-2
34258,1,0,1
34259,3,0,3
34260,1,0,1
34261,2,1,2
34262,3,0,3
34263,1,0,1
34264,1,0,1
34265,1,2,-2
34266,0,0,0
34267,2,1,2
34268,0,0,0
34269,1,0,1
34270,0,1,-1
34271,3,0,3
34272,0,0,0
34273,1,0,1
34274,2,0,2
34275,2,0,2
34276,0,0,0
34277,1,0,1
34278,0,1,-1
34279,2,1,2
34280,1,0,1
34281,2,0,2
34282,0,5,-5
34283,1,0,1
34284,0,0,0
34285,0,1,-1
34286,1,0,1
34287,1,1,-1
34288,0,0,0
34289,0,1,-1
34290,0,0,0
34291,1,0,1
34292,0,1,-1
34293,0,0,0
34294,0,0,0
34295,1,0,1
34296,0,1,-1
34297,0,1,-1
34298,2,0,2
34299,0,1,-1
34300,0,0,0
34301,1,0,1
34302,0,0,0
34303,1,0,1
34304,1,0,1
34305,2,0,2
34306,0,0,0
34307,0,1,-1
34308,1,0,1
34309,1,0,1
34310,2,0,2
34311,0,1,-1
34312,0,0,0
34313,2,0,2
34314,1,0,1
34315,0,0,0
34316,2,0,2
34317,3,0,3
34318,2,0,2
34319,0,0,0
34320,1,2,-2
34321,1,0,1
34322,1,0,1
34323,2,0,2
34324,1,0,1
34325,1,1,-1
34326,0,0,0
34327,1,0,1
34328,2,1,2
34329,1,2,-2
34330,1,0,1
34331,1,0,1
34332,0,0,0
34333,0,1,-1
34334,0,0,0
34335,1,0,1
34336,0,1,-1
34337,5,0,5
34338,1,0,1
34339,0,0,0
34340,3,1,3
34341,2,0,2
34342,0,0,0
34343,2,0,2
34344,2,0,2
34345,0,0,0
34346,0,0,0
34347,0,0,0
34348,3,1,3
34349,0,0,0
34350,1,0,1
34351,0,1,-1
34352,0,0,0
34353,0,1,-1
34354,0,0,0
34355,0,2,-2
34356,1,0,1
34357,1,0,1
34358,0,0,0
34359,0,3,-3
34360,0,1,-1
34361,0,0,0
34362,1,0,1
34363,0,0,0
34364,0,0,0
34365,2,0,2
34366,0,1,-1
34367,0,0,0
34368,0,0,0
34369,0,1,-1
34370,3,0,3
34371,0,0,0
34372,1,0,1
34373,1,0,1
34374,1,0,1
34375,0,0,0
34376,0,0,0
34377,1,0,1
34378,0,0,0
34379,0,0,0
34380,1,0,1
34381,0,0,0
34382,3,0,3
34383,0,0,0
34384,0,0,0
34385,4,0,4
34386,0,0,0
34387,0,0,0
34388,0,0,0
34389,0,0,0
34390,1,0,1
34391,0,0,0
34392,0,0,0
34393,0,0,0
34394,1,0,1
34395,0,0,0
34396,4,0,4
34397,1,0,1
34398,1,0,1
34399,0,2,-2
34400,1,1,-1
34401,0,2,-2
34402,1,0,1
34403,0,1,-1
34404,2,1,2
34405,0,0,0
34406,1,1,-1
34407,0,0,0
34408,0,0,0
34409,0,0,0
34410,0,0,0
34411,3,0,3
34412,1,0,1
34413,1,0,1
34414,1,2,-2
34415,1,0,1
34416,0,5,-5
34417,0,0,0
34418,3,0,3
34419,1,1,-1
34420,0,0,0
34421,2,0,2
34422,0,1,-1
34423,1,0,1
34424,0,0,0
34425,0,0,0
34426,2,0,2
34427,0,0,0
34428,0,1,-1
34429,0,0,0
34430,1,0,1
34431,1,0,1
34432,0,0,0
34433,3,0,3
34434,0,0,0
34435,1,1,-1
34436,0,0,0
34437,1,0,1
34438,1,0,1
34439,1,0,1
34440,0,0,0
34441,1,0,1
34442,0,0,0
34443,0,1,-1
34444,0,1,-1
34445,1,0,1
34446,2,1,2
34447,2,0,2
34448,0,0,0
34449,1,1,-1
34450,0,0,0
34451,3,1,3
34452,3,0,3
34453,0,1,-1
34454,2,0,2
34455,0,2,-2
34456,3,1,3
34457,0,0,0
34458,1,0,1
34459,0,1,-1
34460,0,0,0
34461,1,0,1
34462,0,0,0
34463,0,1,-1
34464,1,0,1
34465,0,0,0
34466,3,0,3
34467,2,0,2
34468,0,0,0
34469,1,0,1
34470,0,0,0
34471,0,3,-3
34472,1,0,1
34473,0,0,0
34474,1,0,1
34475,2,0,2
34476,4,0,4
34477,2,1,2
34478,0,0,0
34479,1,0,1
34480,2,0,2
34481,0,0,0
34482,0,1,-1
34483,0,1,-1
34484,1,0,1
34485,1,0,1
34486,0,2,-2
34487,0,0,0
34488,1,0,1
34489,0,1,-1
34490,2,0,2
34491,1,0,1
34492,1,0,1
34493,1,0,1
34494,0,1,-1
34495,1,0,1
34496,1,0,1
34497,2,0,2
34498,1,0,1
34499,2,0,2
34500,0,0,0
34501,0,1,-1
34502,0,1,-1
34503,1,0,1
34504,0,2,-2
34505,1,0,1
34506,0,2,-2
34507,0,0,0
34508,0,0,0
34509,0,0,0
34510,1,0,1
34511,1,0,1
34512,1,0,1
34513,1,1,-1
34514,1,0,1
34515,1,0,1
34516,3,0,3
34517,1,1,-1
34518,2,0,2
34519,1,1,-1
34520,0,4,-4
34521,0,0,0
34522,1,2,-2
34523,0,2,-2
34524,1,0,1
34525,0,1,-1
34526,2,0,2
34527,0,0,0
34528,1,0,1
34529,2,0,2
34530,0,0,0
34531,1,1,-1
34532,1,0,1
34533,3,0,3
34534,1,0,1
34535,0,0,0
34536,0,0,0
34537,0,0,0
34538,2,0,2
34539,1,0,1
34540,1,0,1
34541,3,0,3
34542,0,0,0
34543,0,0,0
34544,1,0,1
34545,0,0,0
34546,0,1,-1
34547,3,0,3
34548,2,0,2
34549,1,0,1
34550,0,0,0
34551,1,1,-1
34552,1,0,1
34553,0,1,-1
34554,0,0,0
34555,0,2,-2
34556,4,0,4
34557,1,0,1
34558,0,2,-2
34559,1,0,1
34560,1,0,1
34561,1,0,1
34562,0,1,-1
34563,0,0,0
34564,0,0,0
34565,1,0,1
34566,2,0,2
34567,0,0,0
34568,0,0,0
34569,2,3,-3
34570,1,0,1
34571,0,0,0
34572,0,0,0
34573,1,2,-2
34574,1,1,-1
34575,0,0,0
34576,2,0,2
34577,1,0,1
34578,0,0,0
34579,0,0,0
34580,0,2,-2
34581,0,2,-2
34582,0,0,0
34583,1,0,1
34584,1,0,1
34585,0,4,-4
34586,0,0,0
34587,0,0,0
34588,1,0,1
34589,2,0,2
34590,4,0,4
34591,0,1,-1
34592,1,0,1
34593,3,0,3
34594,0,2,-2
34595,1,3,-3
34596,0,0,0
34597,2,0,2
34598,0,0,0
34599,0,0,0
34600,1,0,1
34601,0,0,0
34602,0,0,0
34603,0,2,-2
34604,0,2,-2
34605,2,0,2
34606,1,0,1
34607,2,1,2
34608,2,1,2
34609,0,0,0
34610,0,0,0
34611,0,0,0
34612,0,0,0
34613,1,0,1
34614,0,1,-1
34615,0,2,-2
34616,2,0,2
34617,0,0,0
34618,0,0,0
34619,1,1,-1
34620,1,0,1
34621,1,0,1
34622,1,0,1
34623,0,0,0
34624,3,1,3
34625,1,0,1
34626,2,0,2
34627,1,1,-1
34628,1,3,-3
34629,0,0,0
34630,0,1,-1
34631,3,0,3
34632,1,0,1
34633,1,0,1
34634,1,0,1
34635,1,1,-1
34636,0,0,0
34637,1,0,1
34638,1,0,1
34639,0,0,0
34640,0,0,0
34641,1,0,1
34642,1,0,1
34643,1,1,-1
34644,0,0,0
34645,1,2,-2
34646,0,1,-1
34647,1,0,1
34648,1,0,1
34649,0,2,-2
34650,0,1,-1
34651,3,0,3
34652,1,1,-1
34653,1,0,1
34654,2,0,2
34655,0,0,0
34656,0,1,-1
34657,1,0,1
34658,1,0,1
34659,3,0,3
34660,0,0,0
34661,0,0,0
34662,1,0,1
34663,1,0,1
34664,0,0,0
34665,2,1,2
34666,2,0,2
34667,1,1,-1
34668,0,2,-2
34669,0,0,0
34670,0,0,0
34671,1,0,1
34672,2,2,-2
34673,1,0,1
34674,0,0,0
34675,1,1,-1
34676,0,0,0
34677,0,1,-1
34678,0,1,-1
34679,0,0,0
34680,0,0,0
34681,1,1,-1
34682,2,0,2
34683,1,1,-1
34684,1,0,1
34685,3,0,3
34686,0,1,-1
34687,2,1,2
34688,1,0,1
34689,0,2,-2
34690,3,0,3
34691,0,0,0
34692,3,0,3
34693,3,0,3
34694,1,0,1
34695,0,1,-1
34696,1,1,-1
34697,0,0,0
34698,0,2,-2
34699,1,0,1
34700,0,0,0
34701,4,4,-4
34702,1,2,-2
34703,3,0,3
34704,2,0,2
34705,0,0,0
34706,2,1,2
34707,1,0,1
34708,2,0,2
34709,0,0,0
34710,0,0,0
34711,1,0,1
34712,1,2,-2
34713,0,0,0
34714,1,1,-1
34715,0,0,0
34716,0,1,-1
34717,1,0,1
34718,3,1,3
34719,2,1,2
34720,3,0,3
34721,2,0,2
34722,2,0,2
34723,1,2,-2
34724,2,1,2
34725,0,1,-1
34726,0,1,-1
34727,1,0,1
34728,2,0,2
34729,1,0,1
34730,3,1,3
34731,2,1,2
34732,0,0,0
34733,0,0,0
34734,1,0,1
34735,0,0,0
34736,0,0,0
34737,0,1,-1
34738,0,2,-2
34739,2,0,2
34740,0,2,-2
34741,1,0,1
34742,2,0,2
34743,0,0,0
34744,1,1,-1
34745,0,1,-1
34746,0,1,-1
34747,0,0,0
34748,2,0,2
34749,0,1,-1
34750,0,0,0
34751,2,0,2
34752,0,0,0
34753,1,0,1
34754,1,0,1
34755,0,0,0
34756,0,1,-1
34757,0,0,0
34758,2,0,2
34759,2,0,2
34760,0,0,0
34761,0,2,-2
34762,0,1,-1
34763,1,0,1
34764,0,0,0
34765,2,0,2
34766,2,1,2
34767,0,1,-1
34768,2,1,2
34769,1,0,1
34770,0,0,0
34771,1,2,-2
34772,1,0,1
34773,0,0,0
34774,1,1,-1
34775,2,0,2
34776,0,0,0
34777,3,0,3
34778,1,0,1
34779,0,0,0
34780,1,0,1
34781,0,3,-3
34782,0,1,-1
34783,1,0,1
34784,1,0,1
34785,0,0,0
34786,0,1,-1
34787,0,0,0
34788,4,0,4
34789,0,0,0
34790,2,0,2
34791,3,0,3
34792,5,1,5
34793,1,1,-1
34794,0,1,-1
34795,2,0,2
34796,0,3,-3
34797,1,0,1
34798,2,1,2
34799,2,0,2
34800,0,0,0
34801,0,1,-1
34802,3,0,3
34803,2,1,2
34804,2,0,2
34805,2,4,-4
34806,1,0,1
34807,0,0,0
34808,2,0,2
34809,1,0,1
34810,0,0,0
34811,1,2,-2
34812,0,0,0
34813,1,0,1
34814,0,1,-1
34815,2,1,2
34816,2,2,-2
34817,0,0,0
34818,0,0,0
34819,0,0,0
34820,1,0,1
34821,2,1,2
34822,1,1,-1
34823,0,0,0
34824,0,0,0
34825,0,1,-1
34826,0,0,0
34827,0,0,0
34828,0,1,-1
34829,1,0,1
34830,4,1,4
34831,0,1,-1
34832,0,0,0
34833,1,0,1
34834,0,0,0
34835,0,1,-1
34836,1,0,1
34837,0,0,0
34838,0,2,-2
34839,0,2,-2
34840,0,0,0
34841,0,0,0
34842,0,0,0
34843,2,0,2
34844,2,0,2
34845,3,0,3
34846,1,0,1
34847,1,1,-1
34848,0,0,0
34849,0,0,0
34850,2,1,2
34851,0,0,0
34852,0,0,0
34853,1,1,-1
34854,0,2,-2
34855,0,0,0
34856,0,0,0
34857,0,0,0
34858,0,0,0
34859,0,1,-1
34860,1,2,-2
34861,0,3,-3
34862,1,0,1
34863,2,0,2
34864,0,2,-2
34865,0,0,0
34866,0,0,0
34867,0,0,0
34868,3,0,3
34869,1,1,-1
34870,0,2,-2
34871,0,1,-1
34872,0,0,0
34873,0,0,0
34874,1,0,1
34875,0,0,0
34876,0,0,0
34877,0,0,0
34878,0,0,0
34879,0,0,0
34880,0,0,0
34881,0,0,0
34882,0,2,-2
34883,2,0,2
34884,0,0,0
34885,1,1,-1
34886,0,0,0
34887,1,0,1
34888,0,0,0
34889,1,0,1
34890,0,0,0
34891,1,0,1
34892,0,2,-2
34893,1,0,1
34894,0,1,-1
34895,0,0,0
34896,0,0,0
34897,4,0,4
34898,3,1,3
34899,0,5,-5
34900,1,1,-1
34901,0,1,-1
34902,1,3,-3
34903,1,0,1
34904,1,0,1
34905,2,1,2
34906,0,0,0
34907,2,1,2
34908,0,0,0
34909,1,0,1
34910,3,0,3
34911,1,2,-2
34912,0,0,0
34913,0,0,0
34914,1,0,1
34915,0,0,0
34916,0,0,0
34917,1,0,1
34918,1,2,-2
34919,0,0,0
34920,0,0,0
34921,0,0,0
34922,0,0,0
34923,1,1,-1
34924,0,0,0
34925,0,0,0
34926,2,0,2
34927,0,0,0
34928,0,0,0
34929,1,0,1
34930,0,2,-2
34931,1,0,1
34932,2,0,2
34933,0,0,0
34934,1,0,1
34935,3,0,3
34936,0,0,0
34937,0,1,-1
34938,0,1,-1
34939,0,0,0
34940,0,0,0
34941,0,0,0
34942,1,2,-2
34943,0,0,0
34944,1,0,1
34945,3,0,3
34946,1,0,1
34947,0,0,0
34948,0,0,0
34949,1,0,1
34950,0,0,0
34951,0,0,0
34952,2,0,2
34953,1,0,1
34954,1,0,1
34955,0,0,0
34956,0,0,0
34957,0,0,0
34958,0,0,0
34959,0,0,0
34960,1,0,1
34961,0,0,0
34962,0,2,-2
34963,0,1,-1
34964,0,0,0
34965,1,0,1
34966,2,0,2
34967,0,0,0
34968,1,0,1
34969,0,0,0
34970,2,0,2
34971,0,0,0
34972,1,0,1
34973,1,0,1
34974,1,0,1
34975,0,0,0
34976,0,0,0
34977,0,0,0
34978,2,0,2
34979,1,0,1
34980,0,1,-1
34981,2,1,2
34982,0,1,-1
34983,1,0,1
34984,1,0,1
34985,0,0,0
34986,1,2,-2
34987,0,0,0
34988,2,0,2
